Comments,Like,Dislike,User
그래도 토왜들 협잡질을 이겨내고 국격이 올라가긴 올라갔구나. 좋은소리 들을까바 깎아내리기 바쁜 토왜군단과 댓글부대들 ㅋㅋㅋㅋㅋ,0,0,cho4****
자유민주주의를 버리고 공산중국에 줄섰다고 선언한 문따블전라당은 대한민국의 최악의 재앙이 맞다.,2,0,jack****
G7미국 또 들러리 섰네 하나마나한 이밴트 없애라죽기을 각오하고 핵을 지킨 북한인데 쉽게 내려 놓겠나 자기들은 핵 다 가지고 수천 수만발 쌓아늫고 있으면서 북한에게 다 앲애라고 하는건 모순이다비핵화 비율에 따라서 상응한 보상을 해라 확실하게 믿을수 있도록해라,0,0,wkfg****
죄앙이 눈 튀어 나오게 생겼네. 도망갈 자리 찿느라고,3,0,coon****
외교천재 운전자 양반. 어디 숨어 계시나요? 한마디 하시죠?,1,0,glda****
문재인 씨가 싫어하는 기사입니다,0,0,waxe****
또 왕따 당하고 혼밥하기 생겼네,15,0,dgpa****
중국 유학생은 개가 아니다!!! 바퀴벌레다!!! 인류의 해로움!!! 글로벌 민폐!!! 백해무익 중국이다!!! 중국은 많이 많이 착해(?)져야 한다~~~!!!! ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ,254,5,juwo****
중국이 우리 대한민국 한복 김치 등등등 즈들이 원조라고 우기는거에 비하면 아무겄도 아닌데???,105,0,vita****
미국이 잘못했네. 개가 뭔 죄라고 바퀴와 비교를..,76,0,minn****
지네가 최고인양 하면서 지네 자녀들은 미국에 유학보내고 비자 발급 안해주면 똥줄타는 주제에,43,0,line****
개보다 더한것이 중공넘 아닌가?,24,0,zzdo****
중국인들 개에 왜 비유? 개가 얼마나 이쁜 가족인데? 알몸으로 오줌을 쏜 채소로 김치 만들어 먹는 중국인들 개 만도 못해,8,0,then****
중공 당신들이 개냐고? 개보다 못한 종자들이지 동북동정 이라며 역사왜곡하고 사드보복하고 황사 미세먼지 책임없다하고 서해바다로 폐수 무단방류하고 남의 바다에서 물고기 해적질하고 무엇보다 팔로군 보내서 한반도 통일 못하게 막고 더해볼까? 개에 비유하는것 조차 개에게 미안한 족속들이지,6,0,taey****
미국 유학생들은 특히 학사 석사 박사는 거의 모두 공산당원이라 봐도 무방하다,6,0,w980****
바퀴벌레를 개로 대우해주는 것만 해도 어디냐,4,0,door****
개가 무슨 죄야? 개를 모욕하지 마십시요~ 개는 사람에게 도움이 될때가 많아요~,4,0,hju7****
자신들이 개인줄 알고 발끈하는 모양이다.,4,0,snak****
전세계가 중국에 악감정. 왜 그런지 자기들이 성찰하는 계기가 되길.,4,0,kave****
미국 대사관이 전세계에서 중국놈들에게 대해야 할 본보기를 아주 잘 보이고 있네요^^,3,0,kn23****
중국인은 개가 아니다! 개를 모독하지 말라!,3,0,nbc0****
"중국 유학생은, 공산당 앞잡이, 스파이지.",3,0,kyoj****
‘인종차별’이 아닌 ‘중국인차별’이니 제발 짜장들아 물타기좀 그만,3,0,smot****
중국 짱깨들 또 거짓 선전선동 하네 하여튼 저놈들은 문재인이 패거리하고 하는짓이 똑같아,3,0,piz1****
"개는 아니고 세균,곰팡이죠",2,0,ryud****
중국유학생들의 비자 접수처리는 CESCO에서 일임하는게 ....,2,0,hone****
유화책이 아니라 굴종책인뎁쇼;;,11,1,dend****
"문정부에 가장 실망한건 북.중에 대한 굴욕외교, 대한국민으로서 창피하다.",6,1,will****
죄인이가공산주의자라~뙤넘들한테머리조아리는게~쉬워서리~유화책은동등하거나위에있을땐데~국제왕따된넘이~그저머리조아릴수밖에~능력부족으로깜이안되는넘이라서리,2,0,obey****
흥남출신 침투간첩 문쩝저비,1,1,jinw****
(문재인 왈) 중국몽~ 중국몽~ 신나는 노래 나도 불러보자. 꿍꿍따리 꿍꿍따~ .... 거기다가 혼밥처먹고 뉴스나고...,0,0,hyhk****
1년을 더 친짱깨벌레 매국 공산괴뢰당과 그 수괴 밑에서 살아야 하는 우린 더 끔찍합니다..........,0,0,kimt****
문재인이 원하는 중국몽은 나라 말이먹는 정책임.,0,0,goag****
문짜장. 이라 불러다오.,0,0,holy****
뭔 멍멍이소리? 여기가 중국인데? 벌써 먹힘,0,0,ramb****
사드가 온전히 한국을 위한거라구? 미국이 사드로 한국이 고통받을때 해준게 뭐냐? 중국놈이던 미국놈이던 절대 믿고 몰빵하면 안된다.,0,1,1919****
"ㅎㅎㅎ, 오로지 미국만을 위한 ..., 즉, 남이냐 죽으려 환장 하던지...., 그렇게 당하던 지..., 신경 안 쓰겠다? 넋 빠진 얼간이 얘기네. .., 그런데, 무조건 중국을 멀리 하고 미국을 하늘같이 숭배하는 이게 ...., 하느님의 섭리 정도로 옳다고 우길 것인가? 마냥 조폭식으로 철저히 우기는, 친일 매국노 온상인 쓰레기 언론 왕초인 조선일보는, 당연히 목숨 걸고 가만 있겠냐? ....., 두고 보자!!!",1,4,dlrb****
마국에서 파우치포함 (백신 지재권 포기에서 입장선회함) 여러 전문가들의 주장은 지적재산권 일시유예해봤자 중국 러시아에 기술 넘어가면 도둑질 당하고 가난한 나라들은 생산은 커녕 보관도 어려우니 그냥 미국 정부에서 백신을 대량 구매해서 무료로 전세계 빈국에 제공하는게 남는 장사라는 주장이 힘을 얻고 있다.,236,12,cpa1****
시노팜도 백신이라고 수출한다! 지들 자국민들도 꺼려하는걸 수출하는 바퀴벌레 종족들... 미국이 백신 안푸니.. 답답한가보네...,169,6,josh****
중국 지들이 바이러스퍼트리고 지들 백신팔고 있는게 ㅈㄴ어이없네,136,1,saya****
병주고 약을 파는 족속,91,4,kski****
정치적이든 뭐든 사람들은 살려야 될거 아냐. 다른 나라도 아니고 이 사태를 만든 니들이 할 소리는 아니다.,33,1,ssle****
뭐든지 정치적으로만 행동하려는 짜장들..,11,2,alsd****
중국 백신은 꽁짜로 줘도 안맞는다. 중국걸 뭘 믿고 맞남.,9,0,q350****
이정도면 백신 만들어 놓고 퍼트린게 아닌가 싶다..!!,8,0,dare****
하와이는 미국땅~~ 대마도는 한국땅~~~ 코로나는 짱깨꺼~~~,7,0,f5ed****
어쩜 중국이 하는 꼬라지보면 우리나라 어떤 패거리들 하는 짓거리랑 똑같은지 ~ 중국산이든 국산이든 바퀴벌레들은 한마리도 남김없이 때려잡아야함,7,0,hiba****
일단 중국은 제3세계와 자국민 대상으로 한 임상실험 저료는 겁나 쌓였을듯. 그걸 바탕으로 새로운 바이러스 만들까 겁난다,7,0,ste0****
퍼트린주제에 먼말이 많아조용히 입다물고있어라,5,0,lee_****
중국이 언제 세계평화 기여했는지 모르겟다.미얀마시리아에서 고통받는 국민들을 위한 유엔에서 방해한것ㄱ아닌가,5,0,pali****
중국껀 절대 맞고 싶지 않다 그리고 지들이 병 퍼뜨렸으면 무료로 퍼줘도 모자랄판에.. 중국인은 양심이라는게 없다,3,0,derr****
중국껄 맞느니 차라리 마스크를 쓰겠다,3,0,kkna****
이거 결국 중국을 치켜세우네.기사 첫머리에도 중국을 먼저 써주고... 진짜 중국화가 심각한 듯. 언론들 많이 중국에 넘어간 듯. 조금 있으면 미중이 아니라 중.미라고 할 듯.,3,0,whit****
시노백을 못사는 나라에 얼마에 팔아먹는 줄 알까? 바이러스 퍼트려서 동남아 못사는 나라 아작내놓고 거지백신 만들어 팔아 돈 챙기는게 짱깨의 본질이다.,3,0,ljds****
문진핑 나가 죽어라,3,0,kris****
미국이 할 소리를 사돈(중국)이 하네. 중국이 언제 협력한 적이 있냐? 세계의 망난이일 뿐이다.,3,0,cst0****
중국은 5호16국으로 분열되어야 발전한다,2,0,choi****
문재인 중국 그만 빨아라.,17,3,nymp****
대만은 대만이다.대만 화이팅...,6,1,cksu****
중국 주변국 무시하다가 친구를 많이 잃었다. 주변에 사과도하고 손해배상도 해라. 특히 살인마 미얀마 군부와 결별하길 바란다.,5,1,cho2****
대만은 미국이지 홍콩도 다시 영국으로 가야하고 중국은 그만 짜지고,6,3,gmlw****
문재인 지켜볼 것이다 뭐라고 연설하고 누굴 지지하는지,2,0,hij6****
"너네도 네 절친끼리 C7 뭐 그런 거 만들어서 대항하지 그러냐? 러시아, 북한, 쿠바, 이란… 아니, 친구 일곱 명은 있냐? 하여간 친구들 클라스도 오지네 워~ 겁나 무서워라 ㅎㄷㄷ",2,1,9cre****
자자 미국은 대표선수로 일본 밀고있으니 세계경제 2위랑 3위가 한번 붙어봐라 볼만하겠다 일본이나 중국 저력이 어느정도인지 궁금하다 우리나라는 굿이나보고 떡이나 먹자 다만 무조건 미국편에서라,1,0,juic****
지금 중국은 북방 오랑캐였고 진짜 중국 역사를 계승하는건 대만이지ㅎ 그니까 하나의 중국 할거면 대만으로 통일하는게 맞지,1,0,pbo1****
"이상한 것은 ... 지난 미일 외교장관 회담 후, 중국은 '넘지말아야 할 선'을 넘었다면서 일본에 대해 강력한 보복을 할것 처럼 떠들어 대더니, 벌써 한 달이 넘도록 잠잠하다!... 우리는 소위' 넘지말아야 할 선'도 아닌, 싸드문제로 철저한 보복을 당했으며, 현재도 한한령등의 제재조치가 유지되고 있다! ... 한마디로 중국은 우리를 호그로 여긴다는 것이다!",0,0,junj****
타이페이길거리에바퀴벌레들생각하면소름돋네,0,0,ca00****
중국따위가 건방지게 세계초강대국인 미국인한테 까부네 ㅋㅋㅋ 베트남도 미국한텐 안까불어 ㅋㅋ,0,0,mlb0****
중국이 좀 강력해지면 유럽에 항공모함 끌고가서 특히 영국넘들 손좀 대신 봐줘라 여차하면 핵무기로 런던 죠져라,1,14,qwer****
"이정도면 반중국 전쟁 한번 해야되는거 아니냐? 코로나, 미세먼지에 하늘에서 떨어지는 쓰레기. 그리고 몰래 버리는 방사능",80,7,jpur****
이모저모로 전세계에 폐를 끼치는 중국. 그런 중국을 옹호하고 중국몽까지 함께하고 싶다는 문재인과 대깨문들. 니들이 상식적으로 정상이냐?,42,6,oneg****
어디 떨어질 지 모르는데 무슨 한반도에 추락위기가 없다니.. 문재인 정권 또 거짓말 하기 시작하네요. 중국 변호해줄려고 가짜뉴스 퍼뜨리고 있어요. 지구상 어디에나 떨어질 수 있습니다. 저런말 하는 이유 알만한 사람 다 압니다.,21,3,mera****
시진핑 디가리에 떨어졌음 소원이 없겠다,17,3,ksk9****
쭝궈는 항상 뒷감당 못하는 일만 벌이는구만..,4,0,tbqk****
중국에 떨어져서 중국인들 전부다 죽었으면 소원이 없겠다;; 국제사회 민폐국 중국은 없어져야 한다!!!,3,0,visu****
세계에서 우주에 위성제일많이 쏜 나라가 미국 잔해도 제일많이 만듬 비난하려면 똑같이 해야지 미국은 무섭냐 노예근성 어쩔수없구나,5,3,bpsu****
얘네는 진짜 여러가지 방법으로 한국 쓸어버리려하네.,2,0,chon****
진핑이나 정은이 대가리에 꽂히길 기원합니다,2,0,ssgh****
미세먼지에 이어서 코로나로 이지경 만들더니 이제 우주에서 까지 민폐를 끼치네,1,0,cbsh****
인류의 암덩어리 짱깨국,1,0,2537****
중국 진짜 노답,1,0,trio****
"물론 중국이 잘못한 건 팩트지만, 그건 둘째 치고 바다에 떨어져서 모두 인명피해가 일어나지 않았으면 하는 바람입니다.",1,0,molk****
남조선조선족들의 쥬디에 떨어져야 시원하겟는데 ~~,1,1,wjdt****
전투기로만 쓸어도 북한은 그냥 끝나는데... 이 빨겡이들이 북한테러단체을 옹호해주는 바람에 한국은 북한땅 만주땅 모두 잃을 처지 진정한 강국을 위해선 한반도를 버리고 덴마크에 상상할수 없는 거액을 주어 일본의 5배의 크기의 섬 지구최대의 섬 그린란드을 매입하고 이주하여 진정한 강국을 건설해보자,0,0,woo6****
천안문 광장에 떨어져라.,0,0,kayc****
이것도 중국발이 아니라 우주발이라고 발뼘할듯 하네요.,0,0,boob****
"""중국인은 인간형상의 바퀴벌레이다."" 일제전범의 발언이지만 동의하지 않을수가 없다....",0,0,holi****
"2008년 한국에 들어온 박은수(가명)씨는 20대 초반의 나이에 중국 항저우의 농촌 마을에 팔려갔다. 그녀는 비싼 돈 들인 ‘노예’ 취급을 받으며 10년이 넘는 시간을 버텼다고 말한다. “처음 그곳에 갔을 때였죠. 북한 여자가 왔다는 소문이 동네에 돌자, 남자들이 시도 때도 없이 구경을 왔어요. 어떤 날은 남편이라는 사람이 성관계를 요구하고, 어떤 날은 시아버지란 사람이, 또 어떤 날은 시아주버니라는 사람이 요구했고…. 그곳에서 저는 가족의 일원이 아니라 그저 성 노예에 불과했죠.” - 중국은 한민족의 영원한 적이다",151,8,nsg1****
베이징 한복판에 떨어지면 되겟네,94,0,hhw0****
저건그냥 선전포고아니냐 미국도 실수인척 보복해라,46,2,mich****
서방국 군사력 총동원해서 중국인 인종청소했으면...,39,4,wwwj****
진짜 중국이 또 중국스러운 일을 했네요..ㅜㅜ.,26,0,mst9****
저놈들은 잔해 제어도 못하면서 인도의 우한 폐렴 비극을 비교하며 조롱했지. X같은 놈들이다.,5,0,ekth****
샨샤댐으로 떨어지면.......환상적인 일들이 생길텐데......................................!!!,5,1,hsy2****
얼른 중국의 각 각의 민족들 독립시켜서 나라을 쪼개는게 제일 현실적인 대안,4,0,jhie****
뉴욕에 잔해물이라도 떨어져 인명사고나면. 중국에핵폭격으로 초토하시키자,3,0,shel****
민폐국,3,0,ehls****
북한에 떨어지면 중국은 어떤 조치를 하려나 우리나라에 떨어져도 대통령 중국에 말한마디 못하것지,2,0,piao****
중국이 중국했네. 우연히 중국에 떨어지길...,2,0,cham****
"""대부분 파편은 대기권에 진입하는 동안 타버리고 극히 일부만 지상으로 떨어질 것""이라며 ""그것도 사람들이 활동하는 곳에서 멀리 떨어진 지역이나 바다에 떨어질 것""이라고 말했다.",2,0,esse****
진핑이 대가리에 떨어져라,2,1,grip****
주석궁 이나 청와대로~ 제발~,2,1,lieb****
아 진짜 너무하네 수십년간 미국이 저짓할땐 아무말도 안하더니 중국이 우주로 나가니까 이젠 소설까지 써가며 확대해석하네 . . . .,1,0,zuke****
차이나는 지구촌의 민폐다. 더러운 인간들.,1,0,mini****
하여간 세계의 암덩어리 짱깨 들 지구상에서 사라지면 좋으련만,1,0,dbch****
지구촌 민폐국 중국 그걸 좋아서 빨아대는 전라 좌파리들,1,0,xyx6****
본 중국의 역사를 이어 받은 대만이 진짜 정통성 있는 중국이다.,70,2,timo****
세계와 싸우는 짱꼴라 1900년대 청나라처럼 갈기갈기 찢기우길.......,49,1,scar****
중국이 북한도우며 먼저 한국내정간섭해놓고 다른나라가 대만도우면 내정간섭이라 떠드네 내로남불극치 민주당 스타일이네 ㅋㅋ,39,7,jbin****
"중국, 대만 지지한 G7 성명에 ""난폭한 간섭…강력 규탄"" ??? 대만을 유엔에 가입시켜야 한다 ??? 중국은 국제사회 질서를 교란시키는 폭력적인 국가이다 ??? 유엔에서 중국을 축출하자",26,0,sunj****
